Date,W5000,VINIX,AMZN,SBUX,BAC,PG
6/24/13,1.212497792,1.616689871,2.35909646,2.359378125,3.709677419,0.051983108
7/1/13,1.694492494,1.06836298,2.465951613,2.466341502,0.849420849,1.713839329
7/8/13,2.991951283,2.435132353,7.37726906,2.619957238,5.110602593,3.832444565
7/15/13,0.732339008,0.590221197,-0.663904082,-1.291434889,5.886575736,0
7/22/13,0.09528422,-0.225214588,0.892485044,6.195713486,-0.067842605,-1.034105588
7/29/13,1.18132487,1.475822983,-2.205296507,2.034368385,1.296928328,1.485646729
8/5/13,-1.018700982,-0.843185548,-2.023725815,-1.913228215,-2.166553825,0.72794075
8/12/13,-2.21525536,-1.928413378,-3.708712825,-2.172108497,0.417827298,-1.637327282
8/19/13,0.664831002,1.084871351,1.690104129,1.969394957,1.391788448,0.464594431
8/26/13,-1.900635064,-1.399467833,-3.253789976,-2.150690995,-2.821748107,-2.540038852
9/3/13,1.420522686,0.975373852,3.908957107,-0.181306842,0.41958042,-1.430937834
9/9/13,2.080058439,1.014896187,0.235519816,5.426897321,0.555170021,2.171384173
9/16/13,1.400162537,0.742829771,5.509968853,-0.587693614,-1.163586585,-0.413951324
9/23/13,-0.789332922,-1.053780163,0.636922371,1.602944401,-2.86512928,-2.512623833
9/30/13,0.092572951,0.558442208,1.796370546,1.176473203,2.629656684,-1.015632773
10/7/13,0.544515656,1.673716672,-1.379893141,1.592691948,2.012940331,3.727199116
10/14/13,2.545638585,2.028703668,6.374099973,2.282688905,4.054054054,1.79464423
10/21/13,0.769344595,0.86902096,10.15489966,1.074450751,-1.858224363,0.920907061
10/28/13,-0.229331201,-0.006196224,-0.255615961,0.211977564,-1.88943317,1.298216187
11/4/13,0.252096304,0.240562554,-2.724091174,0.557271827,1.632363378,1.288979883
11/11/13,1.638095111,1.537231706,5.299642663,-0.012309114,4.555010512,3.023677062
11/18/13,0.234212626,0.777973019,0.5482335,0.407308087,4.405874499,0.188696778
11/25/13,0.26442368,0.22341344,5.296663536,0.110600955,0.95724314,-0.870995773
12/2/13,-0.115202265,0.277898872,-3.020047118,-1.902069012,-1.767676768,0.571151826
12/9/13,-1.491599209,-1.791939835,-0.997138736,-4.871671944,-2.816901408,-2.497632487
12/16/13,2.524602708,1.794838758,4.459396163,2.143897174,2.496714849,-1.063835819
12/23/13,1.308349041,0.237780286,-1.389683909,0.769525449,-0.318066158,-0.158262724
12/30/13,-0.41729648,-0.504155379,-0.743597299,-2.335326788,4.923273657,-1.890247561
1/6/14,0.676906772,0.884477369,0.457243393,1.001295163,0.841858138,-0.384565186
1/13/14,-0.077761616,1.073716589,0.409561776,-3.204956185,1.310297718,-0.162485935
1/21/14,-2.492941071,-2.888089585,-3.821338462,-0.093271149,-3.688518735,-1.749591848
1/27/14,-0.330699806,0.073481321,-8.145966197,-5.463245828,2.321313236,-3.306404677
2/3/14,0.516454757,3.250048804,0.584984104,4.281691549,0.298151461,0.808444365
2/10/14,2.405027785,2.234469555,-1.178059007,0.968915381,-0.059832439,2.544236084
2/18/14,0.119447322,-0.207042883,-2.398105445,-3.240432144,-2.455089673,-1.899851463
2/24/14,1.308226318,0.67750322,4.898752543,-2.339670942,1.411055301,0.807388194
3/3/14,1.043026277,1.797926797,3.712997818,4.370801189,6.319024928,0.153328644
3/10/14,-1.905797135,-1.876949423,0.281732269,1.392487372,-2.72148813,0.881341156
3/17/14,1.195152763,0.421053216,-4.018951868,2.539768815,3.415777385,-1.442672796
3/24/14,-0.988605588,-0.427206799,-6.054038502,-4.161254768,-3.632241565,1.605098089
3/31/14,0.344890447,-0.355685714,-5.665886197,-3.179971497,-2.507294461,-0.28750375
4/7/14,-2.79937834,-1.538010029,-2.88481862,-3.469092843,-5.512288465,0.924775091
4/14/14,2.644820596,1.883083867,2.279091732,0.746811751,0.623059229,0.938274074
4/21/14,-0.347466718,-0.437037466,-6.216629298,1.621389607,-1.238390093,-0.488930461
4/28/14,1.025795196,0.641702259,1.319082237,-1.794409539,-0.521852577,0.466025258
5/5/14,-0.49468911,-0.23720219,-4.61207208,-0.297870922,-2.25464191,0.918667331
5/12/14,-0.016358612,-0.924703343,1.155291926,0.424692815,-1.893171062,-2.759955178
5/19/14,1.306582624,0.854649199,5.572078524,2.012478799,2.00970201,0.637414057
5/27/14,1.117348419,0.637484198,-0.591589319,0.825989824,0.933333333,0.297949089
6/2/14,1.540713483,1.316673773,5.464031869,2.881727631,2.836411609,-0.781062446
6/9/14,-0.623752701,-0.729974896,-1.598461226,-0.915355568,-1.025641026,-0.337886355
6/16/14,1.469729626,0.858103743,-0.203156138,2.846394891,0.980392157,0.515597353
6/23/14,0.053949429,-0.050051166,0.383515309,1.629938672,-0.904977376,-1.299027012
6/30/14,1.254624686,1.313592312,3.849461067,1.229193373,4.702815153,1.227693932
7/7/14,-1.320285071,-0.468805366,2.577781333,-0.228485659,-3.814884303,1.768030094
7/14/14,0.401804848,0.077203046,3.351296728,-1.316790277,-0.832266325,-0.995572751
7/21/14,-0.025776973,0.242993308,-9.519685962,1.130229885,1.102464332,-0.958550953
7/28/14,-2.684056035,-2.687819483,-5.301465536,-2.309644582,-3.912764593,0.302226405
8/4/14,0.443182765,-0.314711135,2.577383792,0.465960381,0.862641009,1.875154818
8/11/14,1.314927564,0.989325497,4.756968562,-0.978491077,-0.262123198,0.677084796
8/18/14,1.690318908,0.888521538,-1.159537043,0.116591524,5.562820681,1.707526569
8/25/14,0.85002089,0.310301592,1.749652819,0.218958014,-1.10633067,-0.752325072
9/2/14,0.171563882,0.293212253,1.882461849,0.321750334,-0.743488274,0.672993639
9/8/14,-1.076103324,-0.760122735,-3.874733457,-2.944960058,3.705991124,-0.370944119
9/15/14,0.848094325,0.854099672,0.123901664,1.076266248,0.892869101,1.550854773
9/22/14,-1.574989696,-0.547225551,-1.607354611,-1.157139994,-0.351076653,-0.070884925
9/29/14,-0.814628526,-0.474378087,0.698904836,1.797445937,2.247196925,-0.380454163
10/6/14,-3.571614779,-2.941986221,-3.743426584,-2.052089005,-5.123782088,1.340196243
10/13/14,-0.376610861,0.651244346,-2.010514119,-0.9028406,-1.638355583,-1.233544093
10/20/14,3.968312931,3.194230887,-5.245094362,2.988720242,3.209863999,2.294299099
10/27/14,2.738549016,2.894448333,6.916338176,-0.592032612,2.877697842,2.718924232
11/3/14,0.588471434,0.782978014,-2.083335034,2.395682475,1.047735739,2.850211039
11/10/14,0.40192749,0.128187259,9.273335667,0.618243182,-1.267292554,-0.910927821
11/17/14,1.063785847,1.129948863,1.896214607,2.335129527,0.351711627,0.681815909
11/24/14,0.161499059,-0.047294132,1.15300078,1.639545641,-0.699294872,1.743927827
12/1/14,0.202752665,1.106411364,-7.538740795,3.172839506,4.491725768,0.23289232
12/8/14,-3.515048044,-2.779098171,-1.36405941,-1.128262511,-3.001138165,-0.874466499
12/15/14,3.415876851,3.520740778,-2.904134796,-3.439887083,1.84972265,2.619850701
12/22/14,1.019580242,0.498955898,2.368018134,2.479654414,1.869688385,1.476656927
12/29/14,-1.292624926,-1.524405092,0.217632934,-0.269412184,-0.389532576,-2.878007854
1/5/15,-0.776316617,1.231100992,-3.283286105,-0.436733222,-4.553125095,0.022162251
1/12/15,-1.174294338,-0.419452555,-2.291977432,0.398555232,-9.635722679,0.851013455
1/20/15,1.616075568,1.461148426,6.767155156,9.183165501,0.898011546,-1.282189589
1/26/15,-2.443811721,-2.999948619,13.69700181,-0.635710098,-3.625954198,-6.292380421
2/2/15,3.064088707,1.796311312,6.921871684,1.505474453,7.989521938,1.21778077
2/9/15,1.912214722,2.533124314,2.919133962,3.46853455,1.590220183,0.691600063
2/17/15,0.713085236,0.507769948,1.572594246,1.896049969,-0.84746368,-1.382750439
2/23/15,-0.297195889,-0.206267535,-0.85541362,-0.383590845,-3.125,0.20009181
3/2/15,-1.467248198,-2.136512686,-0.199556253,-1.189329236,2.723236225,-2.901436729
3/9/15,-0.638157635,-1.207407441,-2.066598077,0.974133575,-1.348859678,-1.159559111
3/16/15,2.686059281,1.299781233,2.18963899,3.68085,-1.675983757,3.240735788
3/23/15,-2.167856048,-2.859801761,-1.986406978,-2.870859303,-3.223767383,-2.44163201
3/30/15,0.456955385,-0.897688044,0.102187594,-1.718036217,0.778210117,-0.24203922
4/6/15,1.49536308,1.068251861,3.390972115,-48.67341606,2.144249513,1.745605511
4/13/15,-0.960779497,-0.533474904,-2.078064564,-1.935753667,-1.394169835,-0.566266265
4/20/15,1.678954569,0.838804305,17.5802457,8.22546521,0.128040973,-2.515340114
4/27/15,-0.816673294,-0.01037821,-4.728966501,-2.933796508,3.071023672,-0.766287195
5/4/15,0.320429226,0.15003829,2.092752884,-1.033797237,1.920706439,0.596416479
5/11/15,0.37138576,0.877330611,-1.505169788,2.192717807,-0.607908778,0.123540462
5/18/15,0.212747944,-0.102599398,0.382630282,1.638692926,2.69773775,-1.259730749
5/26/15,-0.846914468,0.186789813,0.710933579,1.128839994,-1.374775852,-1.975743379
6/1/15,-0.413478467,-0.868168593,-0.801575755,0.442648199,3.679137515,-1.5511786
6/8/15,0.033518034,0.755431244,1.010295111,1.211540385,1.27388535,1.794011288
6/15/15,0.784626404,0.779372871,1.69761234,3.254834386,-0.923254472,2.821395306
6/22/15,-0.457411611,-0.974980109,0.25171762,0.533769537,0.288012656,-1.952548244
6/29/15,-1.325351821,0.95749133,0.627610449,0.686844267,-0.58375952,1.241295804
7/6/15,0.0171728,0.407250739,1.902442109,1.733782657,-0.476758017,1.683200582
7/13/15,2.123955307,1.291933168,7.744986572,1.254543636,6.658815949,0.883220101
7/20/15,-2.292127673,-2.266189036,7.48116521,2.799212273,-1.377410468,-2.192709328
7/27/15,1.247697983,1.776932186,1.591667267,1.258523007,1.245747452,-3.920837933
8/3/15,-1.476550124,-0.906630376,-2.75932955,-2.422378069,-0.893355667,-1.346227909
8/10/15,0.719272907,-0.539919545,0.567622774,-0.331651242,-0.951315,-0.434488496
8/17/15,-5.631503852,-6.21982033,-6.930297676,-7.298245614,-8.574678673,-5.236778927
8/24/15,0.953435662,5.094813702,11.74123658,15.77523862,8.92144474,3.850078752
8/31/15,-3.167400585,-2.549214832,-3.376965753,-1.648849459,-4.164115126,-3.154926761
9/8/15,1.908475884,-0.381912884,4.079105136,2.205745757,0.501259398,-2.688095653
9/14/15,-0.062440239,-0.262190122,2.043670285,0.530596029,-2.567313713,2.506227356
9/21/15,-1.766304322,-1.809476077,-3.688941703,1.381120605,1.403956605,3.592296405
9/28/15,0.690869171,3.729131443,2.407591538,0.12067575,-2.596580114,0.152122809
10/5/15,3.440384492,1.44855917,0.523286849,2.701312953,0.841423948,2.069346278
10/12/15,0.580549607,0.797094142,5.704123777,-0.695937057,3.333339744,0.281162129
10/19/15,1.568015583,2.065180681,4.953048305,4.124397071,3.25,3.18820755
10/26/15,0.160170798,0.417080927,3.918319188,-0.651000318,1.573855932,-0.805198701
11/2/15,1.001133428,-0.161079763,5.140878246,-1.650526953,6.213023669,-1.305994515
11/9/15,-3.757471078,-2.627568545,-2.474766174,-3.25505749,-4.603438458,-1.635859778
11/16/15,3.030130625,1.813059849,4.295392519,4.184877311,3.035616056,2.114478114
11/23/15,0.369116511,0.203910389,0.262101266,0.064372386,-0.794557276,-0.158273543
11/30/15,-0.382191182,0.576605848,-0.482321184,-0.563603883,1.830657895,2.976977958
12/7/15,-3.943185933,-3.080561484,-5.126414102,-3.125506073,-5.958408884,0.309515085
12/14/15,-0.328713623,-1.384925852,3.488899883,-2.365093232,0,0.644080921
12/21/15,2.88919772,1.989698054,-0.854154375,2.42825781,1.707891637,1.475269038
12/28/15,-0.874291801,-0.58068934,1.552079006,0.016659447,-2.264802687,-0.413837482
1/4/16,-6.144975469,-4.466815487,-7.502779511,-3.641311894,-7.598789812,-3.050025484
1/11/16,-2.677135317,-2.230566683,-6.906346065,1.754385965,-5.242463958,-1.562288344
1/19/16,1.329745593,1.378625411,3.342628896,0.852224334,-7.692307692,2.058044773
1/25/16,1.703521722,3.380940192,-1.837821733,2.375335203,4.431314623,5.816068879
2/1/16,-3.418431953,-2.995260622,-13.14883955,-10.17144411,-7.829181495,-0.012316217
2/8/16,-1.133282906,0.695955753,4.236640689,5.217556979,-5.682715075,0.871835834
2/16/16,3.139459043,1.203914705,2.968361553,1.549563276,-2.019386107,-0.243928534
2/22/16,1.897352393,0.17393088,2.403166306,-0.494629021,4.699093157,-0.843627573
2/29/16,3.065289292,3.540175012,3.815887184,0.772533906,6.614173228,2.946979111
3/7/16,0.938888741,1.089562008,-0.685216925,-1.454481544,2.527881041,-1.71916326
3/14/16,1.412442877,0.949611545,-2.6313903,3.681832106,0.510204082,1.936989089
3/21/16,-0.862838171,-0.747540585,6.201388329,-2.014774983,-0.869565217,-0.276713176
3/28/16,1.480058293,1.785141989,2.4127268,4.200817893,-1.238164603,0.650682026
4/4/16,-1.20548181,-0.858328895,-0.734561603,-0.098194766,-4.874446086,-0.537961733
4/11/16,1.589759129,1.923796142,4.990438362,-1.159756597,8.359133127,-0.879195482
4/18/16,1.070201732,-0.12535388,-0.775561875,-4.959629345,9.097472924,-1.640347449
4/25/16,-0.830974532,-1.063550612,6.970377231,-2.412355127,-3.062583222,-0.988624592
5/2/16,-0.71156727,-1.103458054,1.51072859,0.035530289,-3.223593964,2.636840889
5/9/16,-0.647472313,-0.514999187,5.337186788,-0.887784091,-1.420454545,-1.19206424
5/16/16,0.310697709,-0.628865944,-1.032207758,-1.938962263,5.06512301,-1.222077491
5/23/16,2.342252243,2.531308368,1.134538871,0.970346045,2.338376891,1.723918736
6/1/16,0.817073372,0.135259077,1.85447204,-1.603601802,-4.058549568,1.090952413
6/6/16,-0.415675277,-0.604868967,-1.182384997,0.274119147,-4.224376731,0.970867695
6/13/16,-0.820283209,-0.828310354,-1.067211229,0.949078282,-1.759530792,0.204915624
6/20/16,-2.214166818,-2.191621334,-2.037838542,-1.954455801,-5.38573508,-1.508614757
6/27/16,3.857111234,5.177040556,4.865534098,5.147603226,2.584181676,3.605031074
7/5/16,1.376220307,2.02744913,3.183454674,-0.528081314,1.856148492,1.52698148
7/11/16,1.286896186,1.161654446,-1.941333067,1.073945441,2.784048157,0.467236299
7/18/16,0.167103093,0.393620299,1.273979949,0.53829137,3.901734104,-0.348751465
7/25/16,0.147499047,0.252092372,1.642222249,0.571722097,1.257861635,0.070147318
8/1/16,0.422377636,0.614332053,0.804082941,-3.620686207,3.650137741,0.397936554
8/8/16,0.017966281,0.200355127,0.749859811,-0.8933357,-1.127320955,1.670365592
8/15/16,-0.141518824,-0.229269339,-1.89014452,-1.275836432,1.67000668,-0.239944021
8/22/16,-0.411771879,-0.609787053,1.518151815,4.201529647,3.881578947,0.504938037
8/29/16,0.560182237,0.025012755,0.483925375,-1.817548028,1.201771031,0.926877228
9/6/16,-2.200045314,-2.657559859,-1.795768099,-3.25739053,-1.931458064,-2.277622663
9/12/16,0.8727726,-1.388117705,2.79527889,-0.333820487,-1.022364217,2.336125031
9/19/16,1.085864922,1.197786644,3.305259171,0.871017436,-0.192926045,-0.181979076
9/26/16,0.515208426,1.061117211,4.428786547,-0.257921891,1.623376623,2.665296332
10/3/16,-0.754749606,-0.293701647,0.410286244,-1.18299265,3.463752405,0.727478472
10/10/16,-0.998377745,-1.405388518,-2.406164008,-0.840644514,-1.356344103,-1.951438032
10/17/16,0.470442031,0.709696591,-0.305539866,1.303366099,3.092145949,-4.636433337
10/24/16,-0.987534967,-1.143525136,-5.894903242,-0.686461941,-0.417910448,2.903184061
10/31/16,-2.300089018,-1.871657793,-3.326381834,-1.769089353,-0.779382494,-2.218135795
11/7/16,2.965057283,1.609595534,-4.228656416,0.803738318,12.81138121,-2.836543926
11/14/16,0.95885805,0.887862097,1.965092729,3.41183015,3.039670273,-1.866919623
11/21/16,1.213836091,0.699781113,1.87597846,3.458839973,3.781099502,1.780486585
11/28/16,-0.839127253,-0.396315761,-4.716915722,0.368419298,2.709240445,-0.878136685
12/5/16,2.829787474,2.51668529,3.175835302,3.142557991,7.545417212,2.192351071
12/12/16,-0.286171126,0.082077059,-1.126044328,-1.503247327,-1.47826087,0.558129682
12/19/16,0.481182482,-0.799231596,0.224012962,-0.748608996,0,0.247786431
12/27/16,-1.032733269,-1.29775462,-1.772338037,-2.579403314,-2.686037106,-0.965842145
1/3/17,0.975649989,0.904845309,5.022958604,2.182080129,0.353982301,1.371008633
1/9/17,0.003109285,0.266113324,2.39849812,1.030387741,2.221235007,-0.059476566
1/17/17,-0.009096987,0.174241323,-0.903517824,0.069422077,-0.176371252,4.231221592
1/23/17,1.303491985,1.308011349,3.590732825,-2.264017843,3.271441058,-0.424842137
